----system---- --total-cpu-usage-- ------memory-usage----- --io/total-----io/sda------io/sdh-- -dsk/total----dsk/sda-----dsk/sdh-- ----root--------data---
     time     |usr sys idl wai stl| used  free  buff  cach| read  writ: read  writ: read  writ| read  writ: read  writ: read  writ| used  free: used  free
24-02 13:34:11|  4   2  77  17   0|3053M 9430M 1322M 17.2G|   0   453 :   0   239 :   0   214 |   0   280M:   0   166M:   0   114M|31.7G  464G:3150M  488G
24-02 13:34:12|  4   2  77  17   0|3054M 9609M 1322M 17.1G|   0   645 :   0   310 :   0   331 |   0   424M:   0   165M:   0   259M|31.5G  464G:3169M  488G
24-02 13:34:13|  3   3  82  13   0|3052M 9782M 1322M 16.9G|   0   475 :   0   327 :   0   124 |   0   239M:   0   157M:   0    79M|31.4G  465G:3190M  488G
24-02 13:34:14|  4   3  84   9   0|3044M 9660M 1322M 17.0G|   0   411 :   0   244 :   0   155 |   0   253M:   0   173M:   0    80M|31.5G  465G:3210M  488G
24-02 13:34:15|  3   2  77  17   0|3046M 9615M 1322M 17.1G|   0   445 :   0   320 :   0   123 |   0   243M:   0   166M:   0    77M|31.5G  464G:3230M  488G
24-02 13:34:16|  4   2  84  11   0|3045M 9549M 1322M 17.1G|   0   403 :   0   282 :   0   113 |   0   238M:   0   159M:   0    79M|31.5G  464G:3250M  488G
24-02 13:34:17|  3   3  85   9   0|3040M 9401M 1322M 17.3G|   0   645 :   0   231 :   0   414 |   0   494M:   0   168M:   0   326M|31.7G  464G:3272M  488G
24-02 13:34:18|  7   3  83   7   0|3112M 9193M 1322M 17.4G|   0   399 :   0   243 :   0   111 |   0   242M:   0   167M:   0    74M|31.8G  464G:3291M  488G
24-02 13:34:19|  3   3  83  10   0|3099M 9070M 1322M 17.5G|   0   753 :   0   192 :   0   561 |   0   471M:   0   165M:   0   307M|31.9G  464G:3311M  488G
24-02 13:34:20|  4   3  84   9   0|3096M 8980M 1322M 17.6G|   0   438 :   0   236 :   0   196 |   0   267M:   0   168M:   0    99M|32.0G  464G:3334M  488G
24-02 13:34:21|  3   2  74  22   0|3099M 8958M 1322M 17.6G|   0   433 :   0   288 :   0   145 |   0   263M:   0   165M:   0    98M|32.0G  464G:3352M  488G
24-02 13:34:22|  4   2  77  18   0|3100M 8937M 1322M 17.7G|6.00   540 :6.00   293 :   0   241 | 180k  339M: 180k  166M:   0   173M|32.0G  464G:3373M  488G
24-02 13:34:23|  3   2  80  16   0|3026M 9131M 1322M 17.5G|   0   428 :   0   243 :   0   131 |   0   242M:   0   164M:   0    77M|31.9G  464G:3393M  488G
24-02 13:34:24|  5   3  82  10   0|3030M 9375M 1322M 17.3G|   0   447 :   0   303 :   0   132 |   0   245M:   0   166M:   0    79M|31.6G  464G:3414M  488G
24-02 13:34:25|  5   3  86   6   0|3026M 9250M 1322M 17.4G|   0   332 :   0   206 :   0   126 |   0   242M:   0   165M:   0    77M|31.7G  464G:3433M  488G
24-02 13:34:26|  5   3  85   7   0|3034M 9104M 1322M 17.6G|   0   357 :   0   219 :   0   132 |   0   246M:   0   164M:   0    81M|31.8G  464G:3456M  488G
24-02 13:34:27|  4   3  78  15   0|3046M 8986M 1322M 17.7G|   0   721 :   0   203 :   0   518 |   0   579M:   0   168M:   0   411M|31.9G  464G:3476M  488G
24-02 13:34:28|  4   1  75  21   0|3032M 8977M 1322M 17.7G|   0   301 :   0   192 :   0   109 |   0   242M:   0   166M:   0    77M|31.9G  464G:3495M  488G
24-02 13:34:29|  3   3  85   9   0|3045M 8857M 1323M 17.8G|   0   700 :   0   219 :   0   433 |   0   405M:   0   166M:   0   237M|32.0G  464G:3514M  488G
24-02 13:34:30|  5   3  86   6   0|3047M 8819M 1323M 17.8G|   0   408 :   0   220 :   0   180 |   0   267M:   0   165M:   0   102M|32.1G  464G:3538M  488G
24-02 13:34:31|  3   3  85   9   0|3059M 8787M 1323M 17.8G|   0   435 :   0   267 :   0   168 |   0   259M:   0   165M:   0    94M|32.2G  464G:3556M  488G
24-02 13:34:32|  3   2  75  20   0|3070M 8755M 1323M 17.9G|   0   590 :   0   244 :   0   344 |   0   412M:   0   165M:   0   246M|32.2G  464G:3576M  488G
24-02 13:34:33|  2   2  78  18   0|3062M 8737M 1323M 17.9G|   0   422 :   0   282 :   0   139 |   0   245M:   0   167M:   0    79M|32.2G  464G:3597M  488G
24-02 13:34:34|  4   3  75  19   0|3060M 9148M 1323M 17.5G|   0   482 :   0   348 :   0   122 |   0   243M:   0   165M:   0    79M|31.8G  464G:3617M  488G
24-02 13:34:35|  3   3  86   8   0|3058M 9091M 1323M 17.5G|   0   435 :   0   308 :   0   123 |   0   241M:   0   165M:   0    76M|31.9G  464G:3638M  488G
24-02 13:34:36|  3   2  87   7   0|3064M 8950M 1323M 17.7G|   0   363 :   0   218 :   0   106 |   0   217M:   0   166M:   0    49M|32.0G  464G:3658M  488G
24-02 13:34:37|  3   2  86   9   0|3065M 8817M 1323M 17.8G|   0   753 :   0   210 :   0   543 |   0   456M:   0   165M:   0   291M|32.1G  464G:3675M  487G
24-02 13:34:38|  4   3  84   9   0|3044M 8653M 1323M 18.0G|6441   427 :6441   241 :   0   186 |  46M  298M:  46M  158M:   0   139M|32.2G  464G:3698M  487G
24-02 13:34:39|  2   2  91   5   0|3041M 8657M 1323M 18.0G|2.00   290 :   0   190 :2.00   100 |8192B  141M:   0    93M:8192B   48M|32.3G  464G:3719M  487G
24-02 13:34:40|  4   2  75  19   0|3047M 8656M 1323M 18.0G|   0   429 :   0   306 :   0   117 |   0   211M:   0   165M:   0    46M|32.3G  464G:3739M  487G
24-02 13:34:41|  3   2  74  20   0|3057M 8653M 1323M 18.0G|6.00   816 :   0   227 :6.00   585 | 164k  559M:   0   165M: 164k  394M|32.3G  464G:3757M  487G
24-02 13:34:42|  4   3  89   5   0|3051M 8651M 1323M 18.0G|   0   522 :   0   177 :   0   341 |   0   204M:   0    69M:   0   135M|32.4G  464G:3779M  487G
24-02 13:34:43|  3   2  92   3   0|3054M 8647M 1323M 18.0G|   0   319 :   0   158 :   0   161 |   0   104M:   0    57M:   0    48M|32.4G  464G:3798M  487G
24-02 13:34:44|  4   3  91   3   0|3053M 8648M 1323M 18.0G|   0   400 :   0   180 :   0   172 |   0    94M:   0    44M:   0    47M|32.5G  463G:3819M  487G
24-02 13:34:45|  3   2  87   8   0|3058M 8654M 1323M 18.0G|   0   788 :   0   266 :   0   515 |   0   355M:   0   100M:   0   254M|32.5G  463G:3840M  487G
24-02 13:34:46|  4   2  75  19   0|3084M 8621M 1323M 18.0G|46.0   414 :   0   263 :46.0   142 | 184k  241M:   0   166M: 184k   76M|32.5G  463G:3853M  487G
24-02 13:34:47|  3   1  79  17   0|3089M 8615M 1323M 18.0G|   0   370 :   0   273 :   0  95.0 |   0   212M:   0   166M:   0    45M|32.5G  463G:3853M  487G
24-02 13:34:48|  3   2  75  20   0|3103M 8598M 1323M 18.0G|1.00   485 :1.00   387 :   0  98.0 |8192B  212M:8192B  165M:   0    47M|32.6G  463G:3853M  487G
24-02 13:34:49|  2   2  80  16   0|3076M 9019M 1323M 17.6G|   0   459 :   0   366 :   0  93.0 |   0   214M:   0   166M:   0    48M|32.2G  464G:3853M  487G
24-02 13:34:50|  3   2  89   5   0|3061M 9067M 1323M 17.6G|4125   380 :4125   278 :   0  96.0 |  32M  169M:  32M  104M:   0    65M|32.1G  464G:3854M  487G
----system---- --total-cpu-usage-- ------memory-usage----- --io/total-----io/sda------io/sdh-- -dsk/total----dsk/sda-----dsk/sdh-- ----root--------data---
     time     |usr sys idl wai stl| used  free  buff  cach| read  writ: read  writ: read  writ| read  writ: read  writ: read  writ| used  free: used  free
24-02 13:34:51|  2   2  92   4   0|3068M 9012M 1323M 17.6G|1732   547 :1732   197 :   0   283 |  14M  190M:  14M   75M:   0   108M|32.2G  464G:3854M  487G
24-02 13:34:52|  3   2  93   2   0|3064M 8999M 1323M 17.6G|   0   266 :   0   157 :   0   107 |   0    88M:   0    41M:   0    47M|32.2G  464G:3854M  487G
24-02 13:34:53|  4   2  92   3   0|3048M 8985M 1323M 17.7G| 106   264 :41.0   144 :65.0   118 | 592k  108M: 328k   59M: 264k   49M|32.2G  464G:3854M  487G
24-02 13:34:54|  4   2  91   3   0|3046M 8969M 1323M 17.7G|   0   289 :   0   149 :   0   128 |   0    89M:   0    42M:   0    47M|32.2G  464G:3855M  487G
24-02 13:34:55|  4   2  92   2   0|3044M 8954M 1323M 17.7G|   0   233 :   0   126 :   0   107 |   0    89M:   0    42M:   0    47M|32.2G  464G:3855M  487G
24-02 13:34:56|  8   2  87   3   0|3112M 8850M 1323M 17.7G|   0   387 :   0   152 :   0   217 |   0   185M:   0    58M:   0   125M|32.3G  464G:3855M  487G
24-02 13:34:57|  3   2  91   4   0|3109M 8802M 1323M 17.8G|   0   312 :   0   194 :   0   118 |   0   180M:   0   104M:   0    76M|32.3G  464G:3855M  487G
24-02 13:34:58|  4   2  91   4   0|3106M 8754M 1323M 17.8G|   0   271 :   0   153 :   0   116 |   0   183M:   0   105M:   0    78M|32.4G  464G:3856M  487G
24-02 13:34:59|  3   2  85  10   0|3114M 8717M 1323M 17.8G|   0   434 :   0   320 :   0   112 |   0   233M:   0   153M:   0    80M|32.4G  464G:3856M  487G
24-02 13:35:00|  6   5  75  14   0|3122M 8643M 1324M 17.9G|   0   981 :   0   257 :   0   718 |   0   500M:   0   166M:   0   334M|32.5G  464G:3856M  487G
24-02 13:35:01|  8   6  77  10   0|3108M 8583M 1324M 18.0G|   0   882 :   0   348 :   0   469 |   0   359M:   0   165M:   0   191M|32.5G  463G:3861M  487G
24-02 13:35:02|  3   2  81  14   0|3055M 8641M 1324M 18.0G|   0   550 :   0   358 :   0   190 |   0   265M:   0   166M:   0    99M|32.5G  463G:3883M  487G
24-02 13:35:03|  3   2  79  16   0|3069M 8626M 1324M 18.0G|   0   393 :   0   265 :   0   128 |   0   244M:   0   166M:   0    78M|32.6G  463G:3902M  487G
24-02 13:35:04|  3   1  80  16   0|3066M 8629M 1324M 18.0G|   0   430 :   0   292 :   0   126 |   0   242M:   0   165M:   0    77M|32.6G  463G:3921M  487G
24-02 13:35:05|  4   4  80  13   0|3054M 9092M 1324M 17.5G|   0   514 :   0   388 :   0   126 |   0   241M:   0   162M:   0    79M|32.2G  464G:3943M  487G
24-02 13:35:06|  3   3  88   6   0|3059M 8978M 1324M 17.6G|   0   425 :   0   289 :   0   128 |   0   247M:   0   168M:   0    79M|32.3G  464G:3963M  487G
24-02 13:35:07|  3   3  85   9   0|3058M 8866M 1324M 17.8G|   0   757 :   0   223 :   0   530 |   0   493M:   0   166M:   0   327M|32.4G  464G:3985M  487G
24-02 13:35:08|  3   2  78  17   0|3060M 8842M 1324M 17.8G|   0   457 :   0   310 :   0   111 |   0   245M:   0   165M:   0    79M|32.4G  464G:4005M  487G
24-02 13:35:09|  3   2  84  11   0|3055M 8758M 1324M 17.9G|   0   460 :   0   351 :   0   109 |   0   243M:   0   165M:   0    78M|32.5G  463G:4025M  487G
24-02 13:35:10|  4   3  82  11   0|3053M 8644M 1324M 18.0G|   0   863 :   0   206 :   0   651 |   0   518M:   0   161M:   0   357M|32.6G  463G:4046M  487G
24-02 13:35:11|  4   3  87   6   0|3057M 8638M 1324M 18.0G|   0   459 :   0   237 :   0   220 |   0   268M:   0   165M:   0   103M|32.7G  463G:4064M  487G
24-02 13:35:12|  4   2  85   9   0|3054M 8639M 1324M 18.0G|   0   511 :   0   268 :   0   243 |   0   327M:   0   171M:   0   156M|32.8G  463G:4086M  487G
24-02 13:35:13|  2   1  79  18   0|3057M 8641M 1324M 18.0G|   0   372 :   0   244 :   0   123 |   0   241M:   0   165M:   0    76M|32.8G  463G:4106M  487G
24-02 13:35:14|  3   2  80  15   0|3058M 8639M 1324M 18.0G|   0   386 :   0   198 :   0   128 |   0   245M:   0   165M:   0    79M|32.8G  463G:4126M  487G
24-02 13:35:15|  3   3  81  13   0|3057M 8993M 1324M 17.6G|   0   450 :   0   325 :   0   125 |   0   239M:   0   161M:   0    79M|32.5G  463G:4146M  487G
24-02 13:35:16|  4   3  85   9   0|3053M 9027M 1325M 17.6G|24.0   423 :   0   295 :24.0   122 | 100k  246M:   0   167M: 100k   78M|32.5G  463G:4167M  487G
24-02 13:35:17|  2   3  80  15   0|3049M 8925M 1325M 17.7G| 371   822 :   0   226 : 371   596 |1492k  662M:   0   166M:1492k  496M|32.6G  463G:4189M  487G
24-02 13:35:18|  3   3  88   6   0|3047M 8803M 1325M 17.8G| 194   340 :   0   219 : 194   115 | 772k  243M:   0   166M: 772k   77M|32.7G  463G:4207M  487G
24-02 13:35:19|  2   2  87   9   0|3062M 8745M 1325M 17.9G|   0   390 :   0   275 :   0   115 |   0   236M:   0   155M:   0    81M|32.8G  463G:4229M  487G
24-02 13:35:20|  3   2  80  15   0|3060M 8707M 1325M 17.9G|   0   711 :   0   207 :   0   463 |   0   404M:   0   164M:   0   240M|32.8G  463G:4248M  487G
24-02 13:35:21|  3   4  86   7   0|3063M 8640M 1325M 18.0G|   0   444 :   0   220 :   0   224 |   0   280M:   0   166M:   0   114M|32.9G  463G:4270M  487G
24-02 13:35:22|  5   3  84   8   0|3065M 8638M 1325M 18.0G|   0   559 :   0   211 :   0   346 |   0   373M:   0   163M:   0   210M|33.0G  463G:4290M  487G
24-02 13:35:23|  3   2  84  11   0|3065M 8638M 1325M 18.0G|   0   356 :   0   227 :   0   126 |   0   246M:   0   169M:   0    77M|33.1G  463G:4309M  487G
24-02 13:35:24|  4   1  79  16   0|3064M 8639M 1325M 18.0G|   0   398 :   0   252 :   0   138 |   0   244M:   0   165M:   0    79M|33.1G  463G:4330M  487G
24-02 13:35:25|  4   2  77  17   0|3052M 8656M 1325M 18.0G|   0   448 :   0   316 :   0   126 |   0   244M:   0   166M:   0    79M|33.1G  463G:4350M  487G
24-02 13:35:26|  5   3  78  14   0|3055M 8927M 1325M 17.7G|   0   432 :   0   273 :   0   114 |   0   246M:   0   166M:   0    79M|32.8G  463G:4371M  487G
24-02 13:35:27|  3   3  83  11   0|3056M 9023M 1325M 17.6G|   0   507 :   0   296 :   0   211 |   0   358M:   0   166M:   0   192M|32.7G  463G:4390M  487G
24-02 13:35:28|  4   3  83   9   0|3063M 8905M 1325M 17.7G|   0   626 :   0   221 :   0   403 |   0   405M:   0   165M:   0   240M|32.8G  463G:4411M  487G
24-02 13:35:29|  4   3  85   9   0|3064M 8786M 1325M 17.8G|   0   459 :   0   214 :   0   243 |   0   352M:   0   166M:   0   186M|33.0G  463G:4432M  487G
24-02 13:35:30|  5   3  83  10   0|3052M 8697M 1326M 17.9G|   0   648 :   0   259 :   0   381 |   0   348M:   0   164M:   0   184M|33.0G  463G:4454M  487G
24-02 13:35:31|  3   1  79  17   0|3057M 8672M 1326M 17.9G|2.00   507 :   0   208 :2.00   255 |  24k  279M:   0   167M:  24k  108M|33.1G  463G:4471M  487G
24-02 13:35:32|  4   2  80  13   0|3057M 8642M 1326M 18.0G|   0   571 :   0   424 :   0   144 |   0   257M:   0   162M:   0    95M|33.1G  463G:4493M  487G
24-02 13:35:33|  4   4  85   8   0|3062M 8638M 1326M 18.0G| 301   586 :   0   209 : 301   375 |2080k  380M:   0   164M:2080k  216M|33.2G  463G:4514M  487G
24-02 13:35:34|  7   3  82   8   0|3125M 8573M 1326M 18.0G|   0   352 :   0   235 :   0   111 |   0   218M:   0   171M:   0    47M|33.3G  463G:4533M  487G
24-02 13:35:35|  3   2  75  19   0|3125M 8578M 1326M 18.0G|65.0   361 :65.0   240 :   0   111 | 520k  212M: 520k  165M:   0    47M|33.3G  463G:4553M  487G
----system---- --total-cpu-usage-- ------memory-usage----- --io/total-----io/sda------io/sdh-- -dsk/total----dsk/sda-----dsk/sdh-- ----root--------data---
     time     |usr sys idl wai stl| used  free  buff  cach| read  writ: read  writ: read  writ| read  writ: read  writ: read  writ| used  free: used  free
24-02 13:35:36|  4   2  74  21   0|3128M 8570M 1326M 18.0G|   0   485 :   0   351 :   0   116 |   0   217M:   0   166M:   0    48M|33.3G  463G:4574M  487G
24-02 13:35:37|  3   3  71  23   0|3118M 8703M 1326M 17.8G|1.00   397 :1.00   298 :   0  98.0 |4096B  211M:4096B  164M:   0    48M|33.2G  463G:4594M  487G
24-02 13:35:38|  5   4  78  13   0|3050M 9024M 1326M 17.6G|1.00   989 :1.00   345 :   0   644 |8192B  559M:8192B  149M:   0   410M|33.0G  463G:4614M  487G
24-02 13:35:39|  3   2  93   3   0|3042M 8989M 1326M 17.6G|   0   223 :   0   118 :   0   103 |   0    90M:   0    42M:   0    48M|33.0G  463G:4634M  487G
24-02 13:35:40|  4   2  92   3   0|3047M 8928M 1326M 17.7G|   0   255 :   0   147 :   0   102 |   0   107M:   0    59M:   0    49M|33.1G  463G:4654M  487G
24-02 13:35:41|  4   2  92   2   0|3043M 8895M 1326M 17.7G|   0   348 :   0   174 :   0   114 |   0    94M:   0    43M:   0    49M|33.1G  463G:4675M  487G
24-02 13:35:42|  3   2  93   2   0|3048M 8853M 1326M 17.8G|   0   248 :   0   126 :   0   119 |   0    87M:   0    42M:   0    45M|33.1G  463G:4695M  486G
24-02 13:35:43|  3   2  77  17   0|3072M 8811M 1326M 17.8G|   0   868 :   0   289 :   0   579 |   0   584M:   0   165M:   0   419M|33.2G  463G:4716M  486G
24-02 13:35:44|  3   2  80  15   0|3055M 8803M 1326M 17.8G|26.0   414 :   0   277 :26.0   131 | 104k  210M:   0   165M: 104k   45M|33.2G  463G:4721M  486G
24-02 13:35:45|  3   2  88   7   0|3052M 8765M 1326M 17.9G|   0   331 :   0   212 :   0   111 |   0   178M:   0   132M:   0    46M|33.2G  463G:4722M  486G
24-02 13:35:46|  3   1  94   2   0|3054M 8731M 1326M 17.9G|   0   268 :   0   163 :   0  99.0 |   0   103M:   0    57M:   0    47M|33.3G  463G:4722M  486G
24-02 13:35:47|  2   1  93   4   0|3044M 8725M 1326M 17.9G|   0   537 :   0  99.0 :   0   436 |   0   177M:   0    41M:   0   135M|33.3G  463G:4722M  486G
24-02 13:35:48|  3   1  94   2   0|3048M 8702M 1326M 17.9G|   0   269 :   0   139 :   0  95.0 |   0    88M:   0    41M:   0    47M|33.3G  463G:4722M  486G
24-02 13:35:49|  3   1  94   2   0|3055M 8660M 1326M 17.9G|   0   293 :   0   169 :   0   124 |   0   103M:   0    57M:   0    46M|33.3G  463G:4722M  486G
24-02 13:35:50|  3   2  85  10   0|3052M 8643M 1326M 18.0G|   0   414 :   0   260 :   0   148 |   0   194M:   0   128M:   0    66M|33.3G  463G:4723M  486G
24-02 13:35:51|  3   2  81  15   0|3049M 8649M 1326M 18.0G|   0   463 :   0   360 :   0   103 |   0   234M:   0   166M:   0    68M|33.4G  463G:4723M  486G
24-02 13:35:52|  3   2  87   7   0|3051M 8648M 1326M 18.0G|   0   468 :   0   302 :   0   162 |   0   228M:   0   165M:   0    62M|33.4G  463G:4723M  486G
24-02 13:35:53|  5   1  90   4   0|3053M 8646M 1326M 18.0G|21.0   478 :10.0   146 :11.0   323 | 124k  156M:  80k   71M:  44k   84M|33.5G  463G:4723M  486G
24-02 13:35:54|  3   2  80  15   0|3057M 8642M 1326M 18.0G|2401  1069 :1380   511 :1021   510 |9628k  350M:5532k  167M:4096k  182M|33.5G  462G:4724M  486G
24-02 13:35:55|  4   2  83  10   0|3057M 8641M 1326M 18.0G|4533   651 :3875   522 : 658   123 |  27M  244M:  24M  166M:2904k   78M|33.6G  462G:4724M  486G
24-02 13:35:56|  9   5  73  12   0|3067M 9070M 1326M 17.5G|3729   684 :3012   558 : 717   120 |  30M  236M:  24M  159M:6692k   76M|33.1G  463G:4724M  486G
24-02 13:35:57|  5   2  87   5   0|3058M 8972M 1326M 17.6G|5376   296 :4454   179 : 922   117 |  38M  191M:  35M  112M:3688k   78M|33.1G  463G:4724M  486G
24-02 13:35:58|  4   2  90   4   0|3058M 8883M 1326M 17.7G|3955   303 :3692   190 : 263   113 |  32M  201M:  29M  121M:2968k   80M|33.2G  463G:4724M  486G
24-02 13:35:59|  3   2  88   7   0|3049M 8829M 1326M 17.8G|2803   817 :2803   253 :   0   552 |  22M  368M:  22M  114M:   0   252M|33.2G  463G:4738M  486G
24-02 13:36:00|  4   3  88   5   0|3049M 8736M 1326M 17.9G|1971   494 :1971   188 :   0   298 |  15M  252M:  15M  118M:   0   134M|33.3G  463G:4759M  486G
24-02 13:36:01|  3   2  89   6   0|3040M 8657M 1327M 18.0G|3166   585 :3166   172 :   0   413 |  25M  287M:  25M  105M:   0   182M|33.4G  463G:4778M  486G
24-02 13:36:02|  4   3  89   4   0|3040M 8655M 1327M 18.0G|   0   460 :   0   212 :   0   248 |   0   236M:   0   139M:   0    96M|33.5G  462G:4799M  486G
24-02 13:36:03|  4   3  90   4   0|3063M 8631M 1327M 18.0G| 409   401 : 409   195 :   0   206 |3272k  189M:3272k  104M:   0    84M|33.5G  462G:4819M  486G
24-02 13:36:04|  4   3  88   6   0|3071M 8625M 1327M 18.0G|   0   651 :   0   202 :   0   369 |   0   342M:   0    98M:   0   241M|33.6G  462G:4838M  486G
24-02 13:36:05|  4   2  83  11   0|3076M 8629M 1327M 18.0G|   0   468 :   0   328 :   0   134 |   0   251M:   0   171M:   0    80M|33.6G  462G:4860M  486G
24-02 13:36:06|  3   2  81  14   0|3077M 8624M 1327M 18.0G|   0   497 :   0   361 :   0   129 |   0   242M:   0   166M:   0    76M|33.7G  462G:4880M  486G
24-02 13:36:07|  2   1  79  18   0|3072M 8629M 1327M 18.0G|   0   480 :   0   376 :   0   104 |   0   225M:   0   165M:   0    60M|33.7G  462G:4900M  486G
24-02 13:36:08|  4   2  73  21   0|3067M 8634M 1327M 18.0G|   0   893 :   0   779 :   0   114 |   0   243M:   0   165M:   0    78M|33.7G  462G:4921M  486G
24-02 13:36:09|  3   3  73  21   0|3068M 8866M 1327M 17.7G|   0  1055 :   0   543 :   0   504 |   0   547M:   0   165M:   0   380M|33.5G  462G:4935M  486G
24-02 13:36:10|  5   4  83   9   0|3062M 8989M 1327M 17.6G|   0   523 :   0   277 :   0   238 |   0   308M:   0   166M:   0   142M|33.4G  463G:4962M  486G
24-02 13:36:11|  3   3  85   9   0|3068M 8864M 1327M 17.7G|   0   715 :   0   248 :   0   467 |   0   374M:   0   166M:   0   209M|33.5G  462G:4981M  486G
24-02 13:36:12|  7   3  83   7   0|3111M 8703M 1327M 17.9G|6.00   510 :6.00   248 :   0   258 | 180k  258M: 180k  165M:   0    93M|33.6G  462G:5003M  486G
24-02 13:36:13|  2   2  90   5   0|3107M 8609M 1327M 17.9G|4.00   410 :   0   206 :4.00   204 | 156k  233M:   0   144M: 156k   89M|33.7G  462G:5023M  486G
24-02 13:36:14|  3   2  84  10   0|3123M 8572M 1327M 18.0G|   0   529 :   0   265 :   0   208 |   0   271M:   0   147M:   0   121M|33.7G  462G:5042M  486G
24-02 13:36:15|  3   2  76  20   0|3133M 8569M 1327M 18.0G|   0   540 :   0   304 :   0   210 |   0   319M:   0   165M:   0   154M|33.8G  462G:5063M  486G
24-02 13:36:16|  3   2  83  11   0|3127M 8572M 1327M 18.0G|   0   388 :   0   247 :   0   133 |   0   244M:   0   166M:   0    78M|33.8G  462G:5083M  486G
24-02 13:36:17|  2   3  89   6   0|3064M 8635M 1327M 18.0G|   0   336 :   0   222 :   0   112 |   0   245M:   0   166M:   0    80M|33.9G  462G:5104M  486G
24-02 13:36:18|  3   2  81  15   0|3060M 8639M 1327M 18.0G|   0   365 :   0   255 :   0   110 |   0   244M:   0   166M:   0    78M|34.0G  462G:5124M  486G
24-02 13:36:19|  2   1  76  20   0|3072M 8627M 1327M 18.0G|   0   372 :   0   255 :   0   117 |   0   243M:   0   165M:   0    78M|34.0G  462G:5144M  486G
24-02 13:36:20|  3   3  69  25   0|3068M 8842M 1327M 17.8G|   0   973 :   0   271 :   0   694 |   0   679M:   0   160M:   0   519M|33.8G  462G:5164M  486G
----system---- --total-cpu-usage-- ------memory-usage----- --io/total-----io/sda------io/sdh-- -dsk/total----dsk/sda-----dsk/sdh-- ----root--------data---
     time     |usr sys idl wai stl| used  free  buff  cach| read  writ: read  writ: read  writ| read  writ: read  writ: read  writ| used  free: used  free
24-02 13:36:21|  3   2  75  19   0|3066M 9102M 1328M 17.5G|2.00   723 :2.00   295 :   0   395 |8192B  374M:8192B  169M:   0   202M|33.6G  462G:5186M  486G
24-02 13:36:22|  4   3  84   9   0|3054M 8997M 1328M 17.6G|   0   528 :   0   234 :   0   290 |   0   250M:   0   167M:   0    84M|33.7G  462G:5206M  486G
24-02 13:36:23|  2   3  88   7   0|3055M 8878M 1328M 17.7G|   0   409 :   0   235 :   0   173 |   0   251M:   0   166M:   0    85M|33.8G  462G:5225M  486G
24-02 13:36:24|  3   3  88   6   0|3059M 8761M 1328M 17.8G|1.00   406 :1.00   231 :   0   169 |8192B  255M:8192B  165M:   0    89M|33.9G  462G:5246M  486G
24-02 13:36:25|  3   3  86   8   0|3057M 8649M 1328M 18.0G|   0   466 :   0   206 :   0   250 |   0   340M:   0   165M:   0   176M|34.0G  462G:5267M  486G
24-02 13:36:26|  4   3  86   8   0|3053M 8637M 1328M 18.0G|   0   422 :   0   274 :   0   140 |   0   241M:   0   162M:   0    79M|34.1G  462G:5287M  486G
24-02 13:36:27|  3   2  78  17   0|3059M 8638M 1328M 18.0G|   0   339 :   0   228 :   0   110 |   0   244M:   0   166M:   0    78M|34.1G  462G:5307M  486G
24-02 13:36:28|  3   2  88   7   0|3060M 8634M 1328M 18.0G|1.00   327 :1.00   213 :   0   112 |8192B  243M:8192B  166M:   0    78M|34.2G  462G:5328M  486G
